asn,org_name
41386,Bank for International Settlements (BIS)
41388,JSC Original
41389,"Joint-Stock Company Commercial bank ""Agropromcredit"""
41390,SIA SOCKS
41393,Nasstar Trading Ltd
41394,Ministry of Health
41396,Galledia Print AG
41397,Redes Digitales de Telecomunicacion en Internet SL
41398,Netia SA
41399,Burkhard Neumann
41400,R.M. Wotton T/A G-Net Online
41401,RB Communication AB
41403,"JSC ""ER-Telecom Holding"""
41404,Euronet services d.o.o.
41405,Altinea SAS
41406,Atman Sp. z o.o.
41407,Doggy AB
41408,Bechtle Schweiz AG
41409,Interbank Processing centre CJSC
41410,AURANEXT SAS
41411,ROO RA v sfere IT Lokalnaya set
41412,WIIT AG
41413,Nurbank JSC
41415,Square Enix Limited
41416,PAYONE GmbH
41417,TURKIYE JOKEY KULUBU DERNEGI AT YETISTIRICILIGI VE YARISLARI IKTISADI ISLETMESI
41418,"AVATEL TELECOM, SA"
41419,KazRENA
41420,Xentech B.V.
41421,StarNet Telecom Sp. z o.o.
41422,Trigran LLC
41424,"Valsts akciju sabiedriba ""Latvijas dzelzcels"""
41425,"NEUTRALUPLINK, LDA"
41426,Saudi Telecom Company JSC
41427,Datacenter d.o.o.
41428,"Public Joint-Stock Company ""Bank Otkritie Financial Corporation"""
41430,Russian National Commercial Bank (PAO)
41431,COMback GmbH
41432,Strauss Romania SRL
41434,Refinitiv Poland Sp z o.o.
41435,UnderNet LLC
41436,Kamatera Inc
41437,KNAPP AG
41439,Mobitel sh.p.k.
41440,PJSC Rostelecom
41441,Serverius Holding B.V.
41442,S&T Services Polska Sp. z o.o.
41443,OOO SMART-TELEKOM
41445,KPN B.V.
41446,"Municipal autonomous educational establishment of supplementary education of children ""Center for Continuing Education of Children ""Computer Center"""
41448,Future Publishing Ltd
41451,Dominik Schlueter
41452,Zracna luka Zagreb d.o.o.
41453,SITEL spol. s r.o.
41454,Optika Kabel TV d.o.o.
41455,Cementownia WARTA spolka akcyjna
41456,"STARNET, s.r.o."
41457,KONNGRUENT MANAGEMENT S.R.L.
41458,Pivotel Solutions Inc.
41459,2 SI SYSTEMES SA
41460,Korporatsia STS LLC
41461,FIRST BANK S.A.
41464,PKP Informatyka Sp. z o.o.
41465,Limited Liability Company VolgoGazTelecom
41467,"""DOMINET"" LLC"
41468,INFOR IT SP. z o.o.
41469,ZSRCT TECOS Ltd.
41470,Merkur Interactive ITALIA S. P. A.
41471,Massive Media Match NV
41473,Television Francaise 1 SA
41475,SDK Ltd.
41476,Cyfrowy Polsat S.A.
41477,LMAX Limited
41478,"Tavria-V, Ltd."
41480,Systemec BV
41481,Hirslanden AG
41482,Bechtle Schweiz AG
41483,Telia Norge AS
41484,NYnet Ltd
41485,V.Shimanovsky Ukrainian Research and Design Institute of Steel Construction Ltd
41486,Depozitarul Central SA
41487,RABU Technologie Informatyczne Rafal Budzicki
41488,Infoestructura SA
41489,Watchfront Limited
41491,Stadtwerke Kapfenberg GmbH
41492,BANCA DE EXPORT IMPORT A ROMANIEI (EXIMBANK) S.A.
41493,Cboe Europe Limited
41494,Asociatia Interlan
41495,Faelix Limited
41496,TV SAT 2002 SRL
41497,INTRED S.P.A.
41498,Netex Limited
41500,LLC RUNET
41501,FOP Boyko Oleg Mikhaylovich
41502,Secretariat of the Cabinet of Ministers of Ukraine
41503,Barclays Bank (Suisse) SA
41504,arcos informationssysteme GmbH
41505,Delavska hranilnica d.d. Ljubljana
41506,"AB ""Bankas SNORAS"""
41507,IGT Global Services Limited - Ogranak Beograd
41508,IWACOM Sp. z o.o.
41509,"Patria Finance, a.s."
41510,"PJSC ""Insurance company ""UNIQA"""
41511,Syrion Sp. z o.o.
41512,"""NPO-Design"" LLC"
41513,PP SkyTeleNet
41514,IFM Electronic GmbH
41515,"OOO ""MediaSeti"""
41517,MUP Strela Khabarovsk
41519,ORLEN S.A.
41520,Network Kazakhstan LLC
41521,Finastra Switzerland GmbH
41522,ETT Sp. z o.o.
41524,SAS ARMATIS LC FRANCE
41525,FILI-Telecom LLC
41526,Association XNAME
41528,Loopia AB
41529,MediaServe International B.V.
41530,Agentia Nationala de Cadastru si Publicitate Imobiliara
41531,"AVATEL TELECOM, SA"
41534,Smithfield Romania SRL
41535,"LLC ""ASTRA CLOUD"""
41536,01NODE FUNDING SRL
41537,SC C Solution SRL
41538,Inspired Gaming (UK) Limited
41540,Load.me sp. z o. o.
41541,sw hosting & communications technologies SL
41543,Salomon d.o.o.
41544,TENET Scientific Production Enterprise LLC
41545,Forss IT AB
41546,Nodion GmbH
41548,Medway Council
41549,Elektrizitaets- und Wasserwerk der Stadt Buchs SG
41550,First Ukrainian Internet Registrar LLC
41551,VTB Bank (Public Joint-Stock Company)
41552,Marktplaats B.V.
41553,Reed Specialist Recruitment Limited
41554,LEGIONCOM LTD
41555,Novartis AG
41556,LTD Telecon
41557,Drustvo za telekomunikaciski uslugi TELEKABEL DOOEL Stip
41558,Canal 2000 Comunicaciones S. L.
41560,UGMK-Telecom LLC
41561,Suomen Osuuskauppojen Keskuskunta
41562,Host4all Sarl
41563,OSTKOM SIA
41564,Orion Network Limited
41565,Bilyavska Mar'yana Volodimirivna
41566,"Federal State Budget Educational Institution of Higher Professional Education ""Tomsk State University of Control Systems and Radio Electronics"""
41567,Santander Consumer Bank S.A.
41568,FLP Orlov Serhiy Oleksandrovych
41570,BFBS
41572,GLOBALCONNECT AS
41573,PLASTOR S.A.
41575,Intercity Ltd.
41576,KFIC invest Company KSC
41577,Thommen Services AG
41578,ERC LLC
41579,Attica Bank S.A
41581,Nokia Solutions and Networks Oy
41582,"Fraport Slovenija, d.o.o."
41583,"JSC ""The State Export-Import Bank of Ukraine"""
41584,Securitas Sverige AB
41585,ELEMENTMEDIA GmbH
41586,Ukrainian Internet Company LLC
41587,ATLAS ELEKTRONIK GmbH
41588,Scientific-Production Enterprise Information Technologies Ltd
41589,Lux Green Technologies Sarl
41590,u-blox AG
41591,EuroServer.sk s.r.o.
41592,T2 Mobile LLC
41594,Banque Saudi Fransi
41595,Content and Code Ltd
41596,Willis Group Services Ltd
41598,"TOV ""D.D"""
41599,Private higher education institution autonomous nonprofit organisation 'Regional Finance and Economic Institute'
41600,Synchron Ltd.
41601,NEO Print Ltd.
41602,Nicholas William Hilliard
41603,ALTOVA GMBH
41605,MELTWATER FRANCE SAS
41606,Logos Technologies S.r.l.
41607,PROJECT MANAGEMENT LIMITED
41608,"NextGenWebs, S.L."
41609,"Standart AG, LLC"
41610,Finite Software Systems Ltd.
41612,Red Bee Media Limited
41613,East Sussex County Council
41614,Teledesign Solutions Ltd
41615,JSC Russian Agricultural Bank
41616,Teleservis-plus LLC
41617,CJSC IFC Solid
41618,Komputronik S.A.
41619,AO Kommersant
41620,Iran University Of Science and Technology
41621,Agencja Reklamowa CzART sp. z o.o.
41622,WWZ Telekom AG
41623,Dukascopy Bank SA
41624,Elektronika NS Ltd.
41625,Express Teleservice Corp
41626,Serhii Khomenko
41627,Pick-Up Ltd.
41628,Alter Way SAS
41629,DSV A/S
41630,"Helios Domzale, d.o.o."
41631,Comfo LTD
41632,Glarner Kantonalbank
41633,alcimi ltd
41634,Svea Hosting AB
41635,LIVEHOSTING DATACENTER SRL
41636,Ministry of Finance of the Russian Federation
41637,Hosting.de GmbH
41638,GARANTI BANK S.A.
41639,Limited Liability Company Incomsvyaz
41640,Halcom d.o.o.
41641,GALATEA - Dominik Budzowski
41642,P4 Sp. z o.o.
41643,Ochrona Juwentus Sp. z o.o.
41644,Emisfera Societa' Cooperativa
41645,Webcraft LLC
41646,EASYIC DESIGN SRL
41647,Operator Gazociagow Przesylowych GAZ-SYSTEM S.A.
41648,Rautaruukki Oyj
41649,Joint Ukrainian-Czech venture Royal LTD
41650,Lagardere Travel Retail Spolka z o.o
41651,Regione Veneto
41652,SHPV FRANCE SAS
41653,Aqua Ray SAS
41654,Inetra LLC
41655,Netcloud AG
41656,"PUBLIC JOINT-STOCK COMPANY ""ACCENT-BANK"""
41657,Cyprus Telecommunications Authority
41659,Arab Satellite Communications Organization
41660,Krajowe Biuro Wyborcze
41661,"JSC ""ER-Telecom Holding"""
41662,Akwawit-Polmos S.A.
41663,Municipal Bank AD
41665,Tehnologii Budushego LLC
41666,Institute for Pyrotechnical Cleaning (limited company)
41667,Ltd TAMI & Co
41668,"JSC ""ER-Telecom Holding"""
41669,Kalaam Telecom Kuwait Closed Joint Stock Company
41670,hkfree.org z.s.
41671,SERVER.UA LLC
41672,NETPLANET SRL
41673,"Public Joint-Stock Company ""Bank Otkritie Financial Corporation"""
41676,JMDI Jacek Maleszko
41677,Uno Automatiseringdiensten B.V.
41678,The Internet Business Ltd
41679,Cadence SIA
41680,8 WEST REVOLUTION TECHNOLOGIES LIMITED
41681,JSC Televison Company NTV
41682,"JSC ""ER-Telecom Holding"""
41683,Earth Telekomunikasyon Bilisim Internet Arge Yazilim Hizmetleri Tic. Ltd. Sti.
41684,"""1 CLOUD LAB"" LLC"
41685,DTEK SERVICE LIMITED LIABILITY COMPANY
41686,Aras Kargo Yurtici Yurdisi Tasimacilik
41688,City&Malls Ltd
41689,Asiatech Data Transmission company
41690,Dailymotion S.A.
41691,PJSC Rostelecom
41692,OpenCarrier eG
41693,Asteroid International B.V.
41694,Raiffeisen Bank Zartkoruen Mukodo Reszvenytarsasag
41695,VOSTRON Limited
41696,Ram Mobile Data (Netherlands) B.V.
41697,Hellas Sat Consortium Ltd
41698,BFK edv-consulting GmbH
41699,MLP Banking AG
41700,Festo Management SE
41701,Capgemini Finland Oy
41703,Koel1 OOD
41704,"JSC ""Ufanet"""
41705,Grupo Baladig SL
41706,PJSC NK Rosneft
41707,A.P. MOLLER - MAERSK A/S
41708,Banco Credibom S.A.
41709,Lugansky Merezhy Ltd
41710,MIIT Ltd.
41711,"FreeTel, s.r.o."
41712,Satelit Vizual s.r.l.
41713,Newtel Limited
41714,SPOT-NET LTD
41715,TBS Strom AG
41716,Ministry of foreign affairs of Republic of Slovenia
41717,Telfly Technology Limited
41718,Vitrina TV LLC
41719,SKTV Spektr LLC
41720,REVOLUTION PROVIDER SRL
41721,Cartagon AX Cloud SL
41722,Miran Ltd.
41723,Jens Christian Schneeweiss trading as Technische Systemprogrammierung
41724,"Ukrugmedia, Ltd"
41725,Legaco Networks B.V.
41726,Creditreform Latvija SIA
41727,"JSC ""ER-Telecom Holding"""
41728,Mangas Gambling Engineering SARL
41729,Atea AS
41730,Dazzlework Ltd.
41731,Johannes Moos
41732,MIHAILA VALENTIN-EUGEN
41733,"JSC ""ER-Telecom Holding"""
41734,Comifar Distribuzione S.p.A.
41735,Albaraka Turk Katilim Bankasi A.S.
41736,Digiweb ltd
41737,"LLC ""MyTeleCom"""
41738,Cellfie Mobile LLC
41739,Ministry of Education
41740,"Join-stock company ""Internet Exchange""MSK-IX"""
41741,Nets Denmark A/S
41743,OPTIMASET Ltd.
41744,KSK.NET s.c.
41745,Baykov Ilya Sergeevich
41746,DSB (SOV)
41747,Cloud2 Oy
41748,"OOO ""VolgaSvyazService"""
41749,GENERAL SYSTEM SRL
41750,Mega-Line Ltd.
41751,OCADO RETAIL LIMITED
41752,TERON SYSTEMS SRL
41753,InfraCom QoS AB
41754,"JSC ""ER-Telecom Holding"""
41755,EMEKLILIK GOZETIM MERKEZI A.S.
41758,Da.Net Ltd
41760,WEBDEV Sp. z o.o.
41761,PP DIGITAL COMMUNICATIONS
41762,PE Logvinov Vladimir Vladimirovich
41763,CRISTEA TELECOM SYSTEM SRL
41764,Ratola Information Technologies EOOD
41765,IPGarde SAS
41766,JobCloud SA
41767,xTom GmbH
41768,WEIDMANN ELECTRICAL TECHNOLOGY AG
41770,IMINGO SERVICES
41771,MTS PJSC
41773,Arslannet Ltd.
41774,Kapital Life Insurance LLC
41775,LLC E-COM
41776,Deutsche Glasfaser Business GmbH
41777,Telewizja Polsat Sp. z o.o.
41779,LajsiNET s.r.o.
41780,Bin Wang
41781,NPS ltd
41782,BGLAN LTD
41783,Informational technologies and electronic communications LLC
41784,FOP Stepuro Valeriy Nikolayevich
41785,Christian Kurvinen
41786,"JSC ""ER-Telecom Holding"""
41787,Online City LLC
41788,Helpline SAS
41789,LLC Teledyne Systems Limited
41790,Teleaudio DWA sp. z o.o. Sp.k.
41791,Stozhary Mykolaiv LLC
41793,"""Bank Dabrabyt"" Joint-stock Company"
41794,Sibirskie Seti Ltd.
41795,Orsted Services A/S
41796,"DAG s.c. Agnieszka Salska-Oskroba, Dariusz Oskroba"
41797,Apadana Ceram Co PJSC
41798,JSC Transtelecom
41799,Eurobank Bulgaria AD
41800,"TOO ""Metro Net"""
41801,Datafon Teknoloji San.Tic.Ltd.Sti.
41802,Limited Liability Company Kvidex-Telecom
41803,KPMG Audit OOD
41805,SAWAD LAND for Information Technology Ltd
41806,COMPANIA NATIONALA DE TRANSPORT AL ENERGIEI ELECTRICE TRANSELECTRICA S.A.
41807,SC SKYTELECOM SRL
41809,Netia SA
41810,Electronic Resources Company Ltd
41811,CONVERGENCE (GROUP NETWORKS) LIMITED
41812,DipEx Group Ltd.
41813,LLC ONLINETELECOM
41816,Megalog-Plus Ltd
41817,Rocket NG GmbH
41818,SMART InterComp SRL
41819,Dox Sweden AB
41820,New Information Systems PP
41821,Optimizely GmbH
41822,MTS PJSC
41824,"O2 Czech Republic, a.s."
41826,Siberian Internet Company LLC
41827,Vipnet.it S.r.l.
41828,Telemach Slovenija d.o.o.
41829,Regionset Ltd
41831,PRAVOVED LLC
41832,SC OSF Global Services S.R.L.
41833,Moscanet SAL
41834,"LLC ""MTI GROUP"""
41835,IT NETWORKS SP ZOO
41836,Agos Ducato S.p.A.
41837,"""South telephone company"" LLC"
41838,Dolansoft
41839,Concentrix Europe Limited
41841,"Microchip s.c. W. Wrodarczyk, A. Kossowski"
41842,"LLC ""MEDIA SYSTEMS"""
41843,"JSC ""ER-Telecom Holding"""
41844,"""Urban Mobility Center"" EAD"
41845,OOO Fun Holding
41846,Amsterdam Internet Exchange B.V.
41847,Daniel O'Mahony
41848,Gavle kommun
41849,NETSTORMING S.R.L.
41850,SC ADEVARUL HOLDING SRL
41852,DIGI ROMANIA S.A.
41853,Limited Liability Company NTCOM
41854,"JSC ""ER-Telecom Holding"""
41855,OSS OJSC
41856,Pardazesh Rayaneh Bita Co.Ltd
41858,MARILUC COM SRL
41859,Smithfield Romania SRL
41860,P4 Sp. z o.o.
41861,"OOO ""MediaSeti"""
41862,"OOO ""MediaSeti"""
41863,JEROME DESCOUX
41864,ZELOBIT LLC
41865,BIALL-NET Sp. z o.o.
41869,Blix Group AS
41870,S3 Company Ltd
41871,"LLC ""Radiotechichna Laboratoriya"""
41872,GIB-Solutions AG
41875,Planet ltd.
41876,IGNACIO JOSE PLA CUCO
41877,"Railway Telecom, Ltd"
41878,Crosskey Banking Solutions Ab Ltd
41879,Banca Comerciala Comertbank SA
41880,Bose Products BV
41881,Fanava Group
41882,Association RomandIX
41883,Vodafone Ireland Limited
41884,Swedish Civil Contingencies Agency
41885,Hungaro DigiTel Tavkozlesi Korlatolt Felelossegu Tarsasag
41886,ADV-Alpha Datenverarbeitungs GmbH
41887,Prolocation B.V.
41888,"State Institution ""Service Center for the Departments of the National Police of Ukraine"""
41889,BORICA AD
41890,Public Authority for Civil Information
41891,Sience Production Group Tradition Ltd
41892,"Federal State Budget Institution ""Russian State Library"""
41893,Cyberport SE
41894,INFORMATIQUE ON LINE SAS
41895,"""INFORM-Svyaz"" LTD"
41896,Shetland Islands Council
41897,Sat-Trakt D.O.O.
41898,"SIA ""Datu Tehnologiju Grupa"""
41899,"Slovenske elektrarne, a.s."
41900,Oracle Telecommunication Company PJS
41901,TELELINK BUSINESS SERVICES EAD
41902,TURKUVAZ HABERLESME VE YAYINCILIK A.S.
41904,LLC 12BIT
41905,oja.at GmbH
41906,AIC TRAVEL GROUP SA
41907,ADAMED-PHARMA-SA
41909,PINVDS OU
41910,Sole proprietor Lukianenko Viacheslav Ivanovych
41911,Lanet Network Ltd
41913,Computerline GmbH
41914,Inna Grigorevna Khoruzhaya
41915,"Land-, forst- und wasserwirtschaftliches Rechenzentrum GmbH"
41916,Poslovni sistem Mercator d.d.
41917,Kutsenko Dmitry Petrovich
41918,Masterkom LLC
41921,B&R Industrial Automation GmbH
41922,MIS70 LTD
41923,HAREL INSURANCE COMPANY LTD
41924,Agricultural Insurance - Central Common Association Ltd
41925,Limited Liability Company Izet Telecom Ural
41926,EBV ELEKTRONIK GMBH & Co.KG
41927,INWISE LTD
41928,Olympia Ltd
41929,Sistemy Svyazi Llc
41930,InitZero Lukasz Wasikowski
41931,EURONET NORBERT SANIEWSKI SPOLKA JAWNA
41933,IPRAGAZ A.S.
41935,DASSAULT SYSTEMES SE
41936,Colt International Ltd
41937,TELEKOM SRBIJA a.d.
41938,RTK-Volga-Ural LLC
41940,Eurocomputer LTD
41941,Mueller Service GmbH
41942,JSC Dozor-Teleport
41943,Vaddo Media Information IS AB
41944,dataforest GmbH
41945,AITON CALDWELL S.A.
41946,Petros Ltd.
41947,OOO Fly Engeneering Group
41948,Stefan Wahl trading as open 7 e.Kfm
41949,X Treme AS
41951,GlobecastUK Ltd
41952,Marton Media Sp. z o. o.
41953,TELEPLUS SRL
41954,Anverino Software SRL
41955,SerNet Service Network GmbH
41956,M Nets SAL
41957,Directive LLC
41959,PLJ TELECOM sp. z o.o.
41960,Nextpertise B.V.
41961,Siemens Digital Logistics GmbH
41962,MIGUEL GONCALVES UNIPESSOAL LDA
41965,Viva Armenia CJSC
41966,Skynet sp. z o.o.
41967,Sumski Telecom Systems Ltd
41969,Rundfunk Berlin-Brandenburg RBB
41970,Zavod za pokojninsko in invalidsko zavarovanje Slovenije - ZPIZ
41971,RALFI IFN SA
41973,Vhi Healthcare DAC
41974,Neten Srl
41975,"OOO RIVC ""Simplex"""
41976,PJSC MegaFon
41977,Fluent Ltd
41978,Kronsoft Development SRL
41979,"Hangzhou CloudZone Network Technology Co.,Ltd"
41980,Webbkonsulterna i Jamtland AB
41981,Flying Circus Internet Operations GmbH
41982,Duximus
41983,Kaspersky Lab Switzerland GmbH
41984,Confort L&CC SRL
41985,Stargroup LLC
41986,Sardegna IT srl
41987,Nalbandian Marko
41988,PPP Taking Care Ltd
41989,Dobrinka Bacanova
41990,NETFINITY JSC
41991,Baloise Belgium NV
41992,Si2 Datakonsult HB
41993,Cloud Center Finland Oy
41994,"ATRADIUS CREDITO Y CAUCION SA, DE SEGUROS Y REASEGUROS"
41996,Thom van Hal
41997,Connect CJSC
41998,NetCom BW GmbH
41999,OOO ALL UP NET
42000,Futruy s.r.o.
42001,Media Sououz Ltd.
42002,Dix Telecom LLC
42003,OGERO
42004,VOIP-UN LIMITED
42005,LightStorm Services s.r.o.
42006,"AVATEL TELECOM, SA"
42007,Perviy TSOD LLC
42008,teuto.net Netzdienste GmbH
42009,AVR Group Limited
42010,I.T. PROFESSIONAL SERVICES LIMITED
42011,onway (Schweiz) AG
42012,Estonian Public Broadcasting
42013,Together Communication LTD
42014,Chumachenko Dmytro Stepanovych
42016,AS Tallinna Lennujaam
42017,ARS-INFORM LLC
42018,Telenet BV
42019,Aftab Communications and Informatics Private Joint Stock Company
42020,OGERO
42021,Mostostal Warszawa S.A.
42022,Digitale Gardermoen IS
42023,OOO WestCall Ltd.
42024,CryptoPro LTD
42026,S.C. Avitech CO S.R.L.
42027,Management Company VOLMA LLC
42028,EFG-Hermes KSA
42029,SECTOR ALARM TECH AS
42031,Dynamic Network Technolodgies LLC.
42032,Sandro Bolliger trading as Bolliger Network Solutions
42033,CineLab Data Delivery LLC
42034,DN-Systems Enterprise Internet Solutions GmbH
42035,Vikings GmbH
42037,Mozilla Corporation
42038,Krivets Sergey Sergeevich
42039,"Stowarzyszenie ""Telewizja Teofilow B"""
42040,Amito Ltd
42041,CJSC Joint Stock Insurance Company INGO Ukraine
42043,Parsian High Tech Company PJSC
42044,CentralNic Ltd
42046,Independent Television News Limited
42048,Siberian Federal University
42049,Nadejda.Net Ltd
42050,Arc Games B.V.
42051,Private Enterprise Movchan Alexey Alexandrovich
42052,DC Ukraine Ltd
42053,Starling Bank Limited
42054,"UBC UKRAINIAN BEER COMPANY, LLC"
42055,"Tamer Telekom Telekomunikasyon Bilgisayar, Elektronik, Yazilim, Donanim San. ve Tic. Ltd. Sti."
42056,Ministry for Economic Development of the Russian Federation
42057,GIPTEL LLC
42059,HuGy GmbH
42060,feratel media technologies AG
42061,LINZ STROM GAS WAERME GmbH fuer Energiedienstleistungen und Telekommunikation
42062,TR-Telecom JSC
42063,BITMARCK SOFTWARE GMBH
42064,France IX Services SASU
42065,AO ElectronTelecom
42066,"PE ""NIKA KTB"""
42067,Luna Space Telecommunications Co. Ltd
42068,"LLC ""Persha Studia"" Development"""
42069,"""AB InBev Efes"", JSC"
42070,Info-Quest S.A. Commercial and Industrial Company of IT & Telecommunications Products and Services
42071,OOO Electronic Office
42072,Positive Systems LLC
42073,DIGISIGN SA
42074,SVITONLINE-TOV
42075,Netdirekt A.S.
42077,Micro-Business Maintenance Ltd
42078,XOTEL SIA
42079,SkyPro AG
42081,European Centre for Medium-Range Weather Forecasts (ECMWF)
42082,"JSC ""Silknet"""
42083,Guneydogu Telekom int.bil. ve ilt. hiz. tic. ltd. sti.
42084,Toya sp.z.o.o
42085,Telconet AG
42086,RO&NI EOOD
42087,MTS PJSC
42088,DBO SOFT LLC
42089,Miss Me Consult Communication SRL
42090,Rapid Broadband Ltd
42091,PJSC Rostelecom
42092,Narodowy Fundusz Zdrowia
42093,InterRacks B.V.
42094,Prestige Media PHG SRL
42095,PP IP Communications
42096,PIKSEL FRANCE SAS
42097,SOVTEL LTD
42099,SIA NETVISION
42100,Witmind Ltd
42101,PIERRE-LAGOUTTE
42102,Ludigssoft Management GmbH trading as Ludigssoft RZ GmbH & Co. KG
42104,Maxima Ltd.
42105,Private Enterprise Meest - IT
42106,Abelohost BV
42107,Betacom S.A.
42108,Melita Limited
42109,Viva Armenia CJSC
42110,"PJSC ""Vimpelcom"""
42112,JSC Universal Bank
42113,"JSC ""ER-Telecom Holding"""
42114,PG Austria GmbH
42115,MTS PJSC
42116,"JSC ""ER-Telecom Holding"""
42117,INOLIA S.A.
42118,Aviva sp.z o.o.
42119,Melon Fashion Group JSC
42120,MODIT Informatikai Zrt.
42121,The Federal Guard Service of the Russian Federation
42122,EuroQuest Oy Ltd
42123,IQ Management SRL
42128,HORISEN AG
42129,Six Degrees Technology Group Limited
42130,RUIZ & COSTA INVERSIONES SL
42131,DWA-ZERO Cafe Internet Sp. z o.o.
42132,Digit One LLC
42133,EVN Electric Power Company of Macedonia AD Skopje
42134,Global Spirits Europe Limited Liability Company
42135,AVGA-TERRA Ltd.
42136,DVTK LLC
42138,"""META UA"" LLC"
42139,"Join-stock company ""Internet Exchange""MSK-IX"""
42140,New Georgia LLC
42141,Germes-Telecom LLC
42142,Agentia Nationala pentru Protectia Mediului
42143,Iran Airports & Air Navigation Company (Private Joint Stock)
42144,OOO Nauka
42145,"JSC ""ER-Telecom Holding"""
42146,Saviuk Oleksii
42147,Sociedad Estatal Correos y Telegrafos S.A.
42148,Beirel Telecom LLC
42149,Servis Telecom Ltd.
42151,"Planeta, Ltd"
42152,VCD Infra Solutions B.V.
42154,"""EuroNet"" s.c. Jacek Majak, Teresa Majak"
42155,Evard Antennenbau AG
42156,GNX B.V.
42157,A1 Bulgaria EAD
42158,Accenture B. V.
42159,Zemlyaniy Dmitro Leonidovich
42160,DC STAR nv
42161,Legaco Networks B.V.
42162,QualityNet AG
42164,State Service of Ukraine for Emergencies
42165,European Commission - Directorate General - Joint Research Centre
42166,HanseWerk Natur GmbH
42167,Encrypted Laser LTD
42168,Ecole Professionnelle Artisanale et Industrielle
42170,Pooya Parto Qeshm Cooperative Company
42171,Przed. Wielobranzowe Fiskas Service Wojciech Kanczurzewski
42172,"Fidelity National Information Services, Inc."
42173,Yahoo-UK Limited
42174,Sipcom Ltd.
42175,Equinor ASA
42176,GOLDBET BETTER ORGANIZATION ITALY S.P.A. IN BREVE GBO ITALY S.P.A.
42177,LNET Sp. z o.o.
42178,ONETEK LLC
42179,Sia Nano IT
42180,Wintech S.p.a.
42181,"Sintagma, UAB"
42182,King Fahd Medical City
42183,NET 360 S.A.R.L
42184,TKRZ Stadtwerke GmbH
42185,NKM Energia Zrt
42186,Kancelarija za informacione tehnologije i elektronsku upravu
42187,Regional Information Technologies Ltd.
42188,ACOSS EPA
42189,Druzstvo EUROSIGNAL
42190,"JSC ""Energomera"""
42191,State Fund Agriculture
42192,"""LIPTEL"" LLC"
42193,Hayat Kimya A.S.
42194,Makolab S.A.
42195,"CS ""AIST"""
42196,BRP-Powertrain GmbH & Co KG
42197,Dresdner Verlagshaus Technik GmbH
42198,"Jurassic Innovations, LLC"
42199,RiZ Computers s.c.
42200,Austral Trade SRL
42201,PVDataNet AB
42202,onway (Schweiz) AG
42204,Wirtualna Polska Media S.A.
42205,NET-TV Zrt.
42207,Agencija za komunikacijska omrezja in storitve republike Slovenije
42208,MYBESTPRO SAS
42209,NysaNet sp. z o.o.
42210,NetActuate Inc
42211,Ministerio de Defensa
42212,NALANDA GLOBAL S.A.
42213,Mallinckrodt Pharmaceuticals Ireland Ltd
42214,Network Services Ltd.
42215,medien holding:nord gmbh
42216,Yasar Sen trading as Alapli Teknoloji
42217,The Goodwood Estate Company Limited
42218,"JSC ""ER-Telecom Holding"""
42219,KC City Call Ltd.
42220,TREVENQUE SISTEMAS DE INFORMACION S.L.
42221,Zurkuhl GmbH
42222,Telesens Ventures Ltd
42223,LLC MARS
42224,"Public Joint-Stock Company ""Bank Otkritie Financial Corporation"""
42225,ANKATEL SOFT SRL
42227,Airwire Ltd
42228,Brightstar Limited
42229,Cesar Maffini Martin
42230,ESBE AB
42231,PJSC Promsvyazbank
42232,PARISAT Tavkozlesi es Szolgaltato Korlatolt Felelossegu Tarsasag
42234,Constanta South Container Terminal SRL
42235,INTRA DATA COMMUNICATION
42236,Itm8 A/S
42237,w1n ltd
42238,Bospor-Telecom LLC
42239,"Ltd. ""Cypher"""
42240,Variti+ LLC
42241,Mairena del Aljarafe city council
42243,Leadcom Integrated Solutions (LIS) Ltd.
42244,eServer s.r.o.
42245,"PJSC ""Vimpelcom"""
42246,PGE Gornictwo i Energetyka Konwencjonalna S.A.
42247,WesCom LLC
42248,Vida optics TVV Ltd.
42249,TUEV Rheinland Service GmbH
42250,FOP Sergey Vasilyev
42251,Lindesbergs Kommun
42252,Kaapelinetworks Oy
42253,Telecom SP Ltd
42257,MANZ'sche Verlags- und Universitaetsbuchhandlung GmbH
42258,Geodis IT Infrastructures SAS
42259,"""BILHORODNET"" Limited Liability Company"
42260,SkySystems LLC
42261,TECH-MEDIA ISP sp. z o.o.
42263,WIIT AG
42264,ITFUSION SRL
42265,Konesali Yhtio Jyvaskyla Oy
42266,PASJO.NET HAIDER CZEMPIK SPOLKA JAWNA
42267,"Vision Media Plus, EOOD"
42268,SE Khan Aleksandr Ilich
42269,LLC ACME TELECOM
42271,FLAG TELECOM UK LIMITED
42272,PGE Systemy S.A.
42273,Sava d.d.
42274,Vattenfall Europe Information Services GmbH
42275,Three Fourteen SASU
42276,ZAO Eastwind
42277,Limited liability company Kursktelecom
42280,WebNet Solutions SRL
42281,Rachfahl IT-Solutions GmbH & Co. KG
42282,GNX B.V.
42287,KKTC Merkez Bankasi
42288,Shahkar Towse'e Tejarat Mana PJSC
42289,ITMO University
42290,TelcoVillage GmbH
42291,OOO Istranet
42292,"JSC ""CREDITWEST BANK"""
42293,ET PAVLIN ILIEV - AVALA
42294,PORSCHE LEASING ROMANIA IFN S.A.
42295,TBISS Ltd.
42296,AMC WEBSOFT SRL
