asn,org_name
1089,"Zella Technologies, LLC"
1096,Izuma Networks Inc.
1097,Core Transit LLC
1098,"Snap One, LLC."
1099,WIFIBER
1100,Nuday Networks Inc.
1101,SURF B.V.
1102,SURF B.V.
1103,SURF B.V.
1104,Stichting Nederlandse Wetenschappelijk Onderzoek Instituten
1105,SURF B.V.
1106,SURF B.V.
1107,SURF B.V.
1108,SURF B.V.
1109,Universitaet Salzburg
1110,University of Innsbruck
1111,Universitaet Klagenfurt
1112,Montanuniversitaet Leoben
1113,Technische Universitaet Graz
1114,Universitaet Graz
1115,Austrian Academy of Sciences
1116,Universitaet f. Musik und darstellende Kunst Wien
1117,"Universitaet fur Bodenkultur, Wien"
1118,ASN-Graz
1119,ACOnet Testing AS
1120,ACONET
1121,VIX Route Server
1122,ACONET-AS for TNC17
1123,Technikum Vorarlberg
1124,Universiteit van Amsterdam
1125,SURF B.V.
1126,Vancis Advanced ICT Services
1127,SURF B.V.
1128,SURF B.V.
1129,SURF B.V.
1130,SURF B.V.
1131,SURF B.V.
1132,SURF B.V.
1133,SURF B.V.
1134,KPN B.V.
1135,Veronica Interactive Plaza
1136,KPN B.V.
1137,UNIP
1138,SURF B.V.
1139,SURF B.V.
1140,Stichting Internet Domeinregistratie Nederland
1141,SURF B.V.
1142,SURF B.V.
1143,SURF B.V.
1144,SURF B.V.
1145,SURF B.V.
1146,SURF B.V.
1147,SURF B.V.
1148,SURF B.V.
1149,SURF B.V.
1150,SURF B.V.
1151,SURF B.V.
1152,SURF B.V.
1153,SURF B.V.
1154,SURF B.V.
1155,SURF B.V.
1156,SURF B.V.
1157,SURF B.V.
1158,SURF B.V.
1159,SURF B.V.
1160,SURF B.V.
1161,SURF B.V.
1162,SURF B.V.
1163,SURF B.V.
1164,SURF B.V.
1165,SURF B.V.
1166,SURF B.V.
1167,SURF B.V.
1168,SURF B.V.
1169,SURF B.V.
1170,SURF B.V.
1171,SURF B.V.
1172,SURF B.V.
1173,SURF B.V.
1174,SURF B.V.
1175,SURF B.V.
1176,SURF B.V.
1177,SURF B.V.
1178,SURF B.V.
1179,SURF B.V.
1180,SURF B.V.
1181,SURF B.V.
1182,SURF B.V.
1183,SURF B.V.
1184,SURF B.V.
1185,SURF B.V.
1186,SURF B.V.
1187,SURF B.V.
1188,SURF B.V.
1189,SURF B.V.
1190,SURF B.V.
1191,SURF B.V.
1192,SURF B.V.
1193,SURF B.V.
1194,SURF B.V.
1195,SURF B.V.
1196,SURF B.V.
1197,Network Ability Limited
1198,SURF B.V.
1199,SURF B.V.
1200,Amsterdam Internet Exchange B.V.
1201,Old Dominion University
1202,National Aeronautics and Space Administration
1203,Italtel Sit
1204,The State University of New York
1205,University Linz
1206,Pittsburgh Supercomputing Center
1207,Pittsburgh Supercomputing Center
1208,DoD Network Information Center
1209,Navy Network Information Center (NNIC)
1210,"Headquarters, USAISC"
1211,"Headquarters, USAISC"
1212,"Headquarters, USAISC"
1213,HEAnet CLG
1214,COLOEXCHANGE.COM A CALIFORNIA CORP
1215,Oracle Corporation
1216,Oracle Corporation
1217,Oracle Corporation
1218,Oracle Corporation
1219,Oracle Corporation
1220,INFONET Services Corporation
1221,Telstra Limited
1222,EL PASO COMMUNITY COLLEGE
1223,"Advanced Information Technology Services, LLC"
1224,University of Illinois
1225,"NTT America, Inc."
1226,California Department of Technology
1227,San Diego Supercomputer Center
1228,TENET (The UNINET Project)
1229,TENET (The UNINET Project)
1230,TENET (The UNINET Project)
1231,TENET (The UNINET Project)
1232,TENET (The UNINET Project)
1233,National Space Development Agency
1234,Fortum
1235,Renater
1236,"General Dynamics Information Technology, Inc."
1237,KISTI
1238,US Sprint
1239,Sprint
1240,Sprint
1241,Nova Telecommunications & Media Single Member S.A
1242,Air Force Systems Networking
1243,"Headquarters, USAISC"
1244,Amoco Corporation
1245,Air Force Systems Networking
1246,Zito Media
1247,DoD Network Information Center
1248,HERE Global BV
1249,Five Colleges Network
1250,National University of Singapore
1251,FUNDAÇÃO DE AMPARO À PESQUISA DO ESTADO SÃO PAULO
1252,University of Nebraska Medical Center
1253,The National Board of Taxation
1254,National Aeronautics and Space Administration
1255,Smith College
1256,Massachusetts Education Computer Network
1257,Tele2 Sverige AB
1258,"XKL, LLC"
1259,"Headquarters, USAISC"
1260,Air Force Systems Networking
1261,National Instruments Corporation
1262,National Aeronautics and Space Administration
1263,National Aeronautics and Space Administration
1264,"Headquarters, USAISC"
1265,Saint Mary's College
1266,Navy Network Information Center (NNIC)
1267,WIND TRE S.P.A.
1268,WIND TRE S.P.A.
1269,WIND TRE S.P.A.
1270,UUNET Germany
1271,Deutsche Telekom Technik GmbH / T-CNF
1272,Universitaet Konstanz
1273,Vodafone Group PLC
1274,FhG Institutszentrum Birlinghoven
1275,Verein zur Foerderung eines Deutschen Forschungsnetzes e.V.
1276,Advanced Technology Services
1277,"vXchnge Operating, LLC"
1278,Union Carbide Corporation
1279,McDonnell Douglas Information Systems International
1280,"Internet Systems Consortium, Inc."
1281,"PSINet, Inc."
1282,"PSINet, Inc."
1283,"PSINet, Inc."
1284,"PSINet, Inc."
1285,Communication Machinery Corporation
1286,Altay Corporation
1287,Professional Education Institute
1288,"Packet Clearing House, Inc."
1289,Colgate University
1290,Telstra Europe Ltd
1291,DoD Network Information Center
1292,Instituto Tecnológico y de Estudios Superiores de Monterrey
1293,HP Inc.
1294,NTT DATA Services Holdings Corporation
1295,General Electric Company
1296,University of Chili
1297,CERN - European Organization for Nuclear Research
1298,DoD Network Information Center
1299,Arelion Sweden AB
1300,Renater
1301,Electricite de France SA
1302,Renater
1303,Renater
1304,SFINX Route Servers
1305,Renater
1306,Renater
1307,Renater
1308,Renater
1309,Renater
1310,"CACI Inc., Federal"
1311,"Barra International, LLC"
1312,Virginia Polytechnic Institute and State Univ.
1313,Adobe Systems Inc.
1314,DoD Network Information Center
1315,Imperial PFS
1316,National Aeronautics and Space Administration
1317,Navy Network Information Center (NNIC)
1318,Imperial Cancer Research Fund
1319,Navy Network Information Center (NNIC)
1320,Navy Network Information Center (NNIC)
1321,Verizon Business
1322,Verizon Business
1323,Verizon Business
1324,Verizon Business
1325,Verizon Business
1326,Verizon Business
1327,Verizon Business
1328,Verizon Business
1329,Verizon Business
1330,Verizon Business
1331,Verizon Business
1332,Verizon Business
1333,Verizon Business
1334,Verizon Business
1335,Verizon Business
1336,Verizon Business
1337,Verizon Business
1338,Verizon Business
1339,Verizon Business
1340,Verizon Business
1341,"Rockwell Collins, Inc."
1342,Fujitsu Invia Finland IP-network
1343,Cisco Systems Cloud Division
1344,Navy Network Information Center (NNIC)
1345,Navy Network Information Center (NNIC)
1346,Navy Network Information Center (NNIC)
1347,"Inteliquent, inc."
1348,California Department of Transportation
1349,"RADIANZ Americas, Inc."
1350,Sears Technology Services Incorporated
1351,University of Vermont
1352,Scuola Internazionale Sup. di Studi Avanzati
1353,Scuola Internazionale Sup. di Studi Avanzati
1354,"NeXT Software, Inc"
1355,"AbelsonTaylor, Inc."
1356,SULLCROM
1357,Oryx Energy Company
1358,"Hughes Network Systems, Inc."
1359,"Institute of Nuclear Power Operations, Inc."
1360,Mayfield Electric & Water Systems
1361,Navy Network Information Center (NNIC)
1362,Navy Network Information Center (NNIC)
1363,Navy Network Information Center (NNIC)
1364,Navy Network Information Center (NNIC)
1365,Navy Network Information Center (NNIC)
1366,Navy Network Information Center (NNIC)
1367,Navy Network Information Center (NNIC)
1368,Navy Network Information Center (NNIC)
1369,Navy Network Information Center (NNIC)
1370,Navy Network Information Center (NNIC)
1371,Navy Network Information Center (NNIC)
1372,Navy Network Information Center (NNIC)
1373,Navy Network Information Center (NNIC)
1374,Navy Network Information Center (NNIC)
1375,Navy Network Information Center (NNIC)
1376,Navy Network Information Center (NNIC)
1377,Navy Network Information Center (NNIC)
1378,"Interbel Telephone Cooperative, Inc."
1379,SINCH INTERCONNECT LLC
1380,"McVEAN Trading & Investments, LLC"
1381,Verizon Business
1382,Verizon Business
1383,Verizon Business
1384,Verizon Business
1385,Verizon Business
1386,Verizon Business
1387,Verizon Business
1388,Verizon Business
1389,Verizon Business
1390,Verizon Business
1391,Verizon Business
1392,Verizon Business
1393,Verizon Business
1394,Verizon Business
1395,Verizon Business
1396,"ThinkTech, Inc"
1397,"ThinkTech, Inc"
1398,"ThinkTech, Inc"
1399,"ThinkTech, Inc"
1400,"ThinkTech, Inc"
1401,DSW Information Technology LLC.
1402,"ThinkTech, Inc"
1403,EBOX
1404,"VerticalResponse, Inc."
1405,LION APPAREL
1406,Motorola Inc
1407,Quotemedia
1408,CCBill
1409,Catapulsion LLC
1410,SMITH BAGLEY INC
1411,Christopher Newport University
1412,"Gravity Interactive, Inc."
1414,GENUINE PARTS COMPANY
1415,Christus Health
1416,Chicago Public Schools
1417,PVH Corp.
1418,"MATE1.COM, INC."
1419,"Selerity Financial, Inc."
1420,"STL OFFICE SOLUTIONS, INC."
1421,"WANSecurity, Inc."
1422,Media6degrees
1423,"Carson Communications, LLC"
1424,Motorola Inc
1426,"Lightwave Networking, LLC"
1427,Alion Science and Technology Corporation
1428,"DRW Holdings, LLC"
1429,FriendFinder Networks Inc
1430,Board of Bar Overseers
1431,Allegany County Public Schools
1432,Albion College
1433,Neev Supercloud LLC
1434,"DW Partners, LP"
1436,Meridian Health System
1437,Visonex LLC
1438,PIONEER STATE MUTUAL INSURANCE CO.
1439,Spring Branch Independent School District
1440,"Alford Media Services, Inc."
1441,"360 Broadband, LLC"
1442,"SureHosting Internet Solutions, Inc."
1443,"CooperVision, Inc."
1444,"Virtual Care Provider, Inc."
1445,"Milliman, Inc."
1446,Tutor Perini Corporation
1447,"Chipotle Mexican Grill, INC"
1448,United Cooperative Services
1449,"PayPal, Inc."
1450,"Headquarters, USAISC"
1451,"Headquarters, USAISC"
1452,"Headquarters, USAISC"
1453,"Headquarters, USAISC"
1454,"Headquarters, USAISC"
1455,"Headquarters, USAISC"
1456,"Headquarters, USAISC"
1457,"Headquarters, USAISC"
1458,"Headquarters, USAISC"
1459,"Headquarters, USAISC"
1460,"Headquarters, USAISC"
1461,"Headquarters, USAISC"
1462,"Headquarters, USAISC"
1463,"Headquarters, USAISC"
1464,"Headquarters, USAISC"
1465,"Headquarters, USAISC"
1466,"Headquarters, USAISC"
1467,"Headquarters, USAISC"
1468,"Headquarters, USAISC"
1469,"Headquarters, USAISC"
1470,"Headquarters, USAISC"
1471,"Headquarters, USAISC"
1472,"Headquarters, USAISC"
1473,"Headquarters, USAISC"
1474,"Headquarters, USAISC"
1475,"Headquarters, USAISC"
1476,"Headquarters, USAISC"
1477,"Headquarters, USAISC"
1478,"Headquarters, USAISC"
1479,"Headquarters, USAISC"
1480,"Headquarters, USAISC"
1481,"Headquarters, USAISC"
1482,"Headquarters, USAISC"
1483,"Headquarters, USAISC"
1484,"Headquarters, USAISC"
1485,"Headquarters, USAISC"
1486,"Headquarters, USAISC"
1487,"Headquarters, USAISC"
1488,"Headquarters, USAISC"
1489,"Headquarters, USAISC"
1490,"Headquarters, USAISC"
1491,"Headquarters, USAISC"
1492,"Headquarters, USAISC"
1493,"Headquarters, USAISC"
1494,"Headquarters, USAISC"
1495,"Headquarters, USAISC"
1496,"Headquarters, USAISC"
1497,"Headquarters, USAISC"
1498,"Headquarters, USAISC"
1499,"Headquarters, USAISC"
1500,"Headquarters, USAISC"
1501,"Headquarters, USAISC"
1502,"Headquarters, USAISC"
1503,"Headquarters, USAISC"
1504,"Headquarters, USAISC"
1505,"Headquarters, USAISC"
1506,"Headquarters, USAISC"
1507,"Headquarters, USAISC"
1508,"Headquarters, USAISC"
1509,"Headquarters, USAISC"
1510,"Headquarters, USAISC"
1511,"Headquarters, USAISC"
1512,"Headquarters, USAISC"
1513,"Headquarters, USAISC"
1514,"Headquarters, USAISC"
1515,"Headquarters, USAISC"
1516,"Headquarters, USAISC"
1517,"Headquarters, USAISC"
1518,"Headquarters, USAISC"
1519,"Headquarters, USAISC"
1520,"Headquarters, USAISC"
1521,"Headquarters, USAISC"
1522,"Headquarters, USAISC"
1523,"Headquarters, USAISC"
1524,"Headquarters, USAISC"
1525,"Headquarters, USAISC"
1526,"Headquarters, USAISC"
1527,"Headquarters, USAISC"
1528,"Headquarters, USAISC"
1529,"Headquarters, USAISC"
1530,"Headquarters, USAISC"
1531,"Headquarters, USAISC"
1532,"Headquarters, USAISC"
1533,"Headquarters, USAISC"
1534,"Headquarters, USAISC"
1535,"Headquarters, USAISC"
1536,"Headquarters, USAISC"
1537,"Headquarters, USAISC"
1538,"Headquarters, USAISC"
1539,"Headquarters, USAISC"
1540,"Headquarters, USAISC"
1541,"Headquarters, USAISC"
1542,"Headquarters, USAISC"
1543,"Headquarters, USAISC"
